"","team_id","player_id","rank","player","h"
"1",334,42470,1,"Kayla Kowalik",100
"2",522,38497,2,"Tiare Jennings",91
"3",522,1274,3,"Jocelyn Alo",87
"4",671,9473,3,"Ciara Bryan",87
"5",782,51161,3,"Sydney Mckinney",87
"6",311,84176,6,"Sami Williams",82
"7",434,84329,7,"Brooke Wilmes",79
"8",522,32149,8,"Kinzie Hansen",78
"9",522,14648,9,"Jayda Coleman",76
"10",600,67896,9,"Mekenzie Saban",76
"11",355,11351,11,"Kara Canetto",75
"12",703,38361,11,"Janae Jefferson",75
"13",732,19150,11,"Haley Denning",75
"14",756,4411,11,"Sis Bates",75
"15",8,47470,15,"Alexis Mack",74
"16",367,30201,15,"Carmyn Greenwood",74
"17",521,23844,15,"Alysen Febrey",74
"18",302,82535,18,"Kayla Wedl",73
"19",563,24623,18,"Sydney Fisher",73
"20",29,52103,20,"Janelle Meono",72
"21",529,16822,20,"Haley Cruse",72
"22",756,41731,20,"Baylee Klingler",72
"23",77,38535,23,"Rylee Jensen",71
"24",355,6296,23,"Amber Bishop",71
"25",365,1832,25,"Aliyah Andrews",70
"26",434,43360,26,"Jenna Laird",69
"27",1004,83770,26,"Jenna Wildeman",69
"28",8,78422,28,"Kaylee Tow",68
"29",71,43124,28,"Greta L'esperance",68
"30",175,81864,28,"Megan Ward",68
"31",189,38977,28,"Macy Johnson",68
"32",559,4890,28,"Rachel Becker",68
"33",2707,34778,28,"Kloe Hilbrenner",68
"34",504,9888,34,"Sammey Bunch",67
"35",441,50901,35,"Maygen Mcgrath",66
"36",742,9166,35,"Kelsey Brown",66
"37",774,76246,35,"Mackenzie Swinehart",66
"38",193,17988,38,"Deja Davis",65
"39",311,63561,38,"Mikayla Ramos",65
"40",334,38958,38,"Lauren Johnson",65
"41",414,17014,38,"Allie Cummins",65
"42",503,40430,38,"Katie Keller",65
"43",513,76166,38,"Abby Sweet",65
"44",522,47297,38,"Grace Lyons",65
"45",649,17790,38,"Peyton Daugherty",65
"46",655,49352,38,"Aeriyl Mass",65
"47",697,44639,38,"Haley Lee",65
"48",77,86332,48,"Violet Zavodnik",64
"49",331,29578,48,"Kennadie Goth",64
"50",433,6257,48,"Blaise Biringer",64
"51",472,23366,48,"Matalasi Faapito",64
"52",648,47779,48,"Kenzi Maguire",64
"53",648,6967,48,"Mackenzie Boesel",64
"54",716,72160,48,"Jade Sinness",64
"55",716,82423,48,"Katie Webb",64
"56",1004,9220,48,"Mary kate Brown",64
"57",1157,19723,48,"Brea Dickey",64
"58",47,20411,58,"Haley Dominique",63
"59",147,10803,58,"Valerie Cagle",63
"60",235,351,58,"Hannah Adams",63
"61",311,73745,58,"Carli Spelhaug",63
"62",458,80029,58,"Bailey Vannoy",63
"63",529,9900,58,"Allee Bunker",63
"64",739,63828,58,"Paige Rauch",63
"65",8,33821,65,"Bailey Hemphill",62
"66",202,52986,65,"Sammi Miller",62
"67",249,43739,65,"Sierra Lange",62
"68",418,6514,65,"Lexie Blair",62
"69",521,10396,65,"Hayley Busby",62
"70",670,79939,65,"Sara Vanderford",62
"71",676,27065,65,"Gaby Garcia",62
"72",697,34477,65,"Makinzy Herzog",62
"73",702,55304,65,"Kjirstyn Murphy",62
"74",30095,36817,65,"Hannah Hughbanks",62
"75",8,9111,75,"Eliisa Brown",61
"76",31,28126,75,"Danielle Gibson",61
"77",104,51394,75,"Madelyn Mcnally",61
"78",331,83536,75,"Brooklyn Whitt",61
"79",334,119,75,"Renee Abernathy",61
"80",402,46393,75,"Kaylee Lopez",61
"81",430,73827,75,"Carter Spexarth",61
"82",459,49634,75,"Makenna Matthijs",61
"83",513,13932,75,"Emma Clark",61
"84",579,34746,75,"Natalie Higgins",61
"85",667,83339,75,"Josey White",61
"86",703,64842,75,"Shannon Rhodes",61
"87",709,19140,75,"Dayna Denner",61
"88",47,34073,88,"Faith Hensley",60
"89",71,50416,88,"Madi Mccoy",60
"90",86,610,88,"Anna Aguon",60
"91",110,60309,88,"Briana Perez",60
"92",147,13991,88,"Mckenzie Clark",60
"93",149,77401,88,"Makiya Thomas",60
"94",235,21916,88,"Charla Echols",60
"95",311,57606,88,"Milaysia Ochoa",60
"96",334,14421,88,"Erin Coffel",60
"97",355,6299,88,"Autumn Bishop",60
"98",414,39621,88,"Karlee Juarez",60
"99",521,55686,88,"Kiley Naomi",60
"100",674,28471,88,"Taylor Gindlesperger",60
"101",756,24992,88,"Morganne Flores",60
