"","team_id","player_id","rank","player","opp_avg"
"1",30199,56739,1,"Callie Nunes",0.128
"2",30052,72371,2,"Kylee Smith",0.135
"3",262,45468,3,"Allison Lipovsky",0.136
"4",30045,456,4,"Ashton Adkins",0.173
"5",230,54968,5,"Melanie Murphy",0.174
"6",2755,52480,6,"Claire Miller",0.176
"7",1438,1491,7,"Makenzie Amend",0.177
"8",1072,33721,8,"Morgan Hendrix",0.178
"9",9223,14373,9,"Amanda Coffrin",0.18
"10",1274,359,9,"Jordan Adams",0.18
"11",2814,18602,11,"Megan Deiter",0.181
"12",360,71945,12,"Bekah Slattery",0.184
"13",159,18894,12,"Darby Demarest",0.184
"14",1009,13284,12,"Jayden Chestnut",0.184
"15",11740,47786,12,"Sarah Maloney",0.184
"16",30123,43685,16,"Brooke Larsen",0.185
"17",765,36065,17,"Amanda Houck",0.188
"18",1174,72218,17,"Courtney Smith",0.188
"19",95,28133,17,"Haley Gilham",0.188
"20",1460,49814,17,"Makayla Mccarthy",0.188
"21",30181,8205,17,"Taylor Brandts",0.188
"22",1023,12157,22,"Christine Carver",0.19
"23",30028,5479,23,"Colleen Bentke",0.191
"24",30199,32683,24,"Grayson Harvey",0.192
"25",13302,16953,24,"Kara Cunningham",0.192
"26",1376,76353,26,"Victoria Taylor",0.193
"27",436,41083,27,"Carly Kingery",0.195
"28",533,5679,27,"Emma Bernet",0.195
"29",262,30569,29,"Alexandra Grys",0.196
"30",25,48318,30,"Brandy Marlett",0.198
"31",30093,55904,31,"Chanel Newcomer",0.2
"32",9680,1865,31,"Ilona Andringa",0.2
"33",30193,32044,33,"Erin Harden",0.202
"34",9012,31661,33,"Natalie Hamm",0.202
"35",470,74694,35,"Kylie Stonebreaker",0.203
"36",608,54466,36,"Auria Mounts",0.204
"37",790,41402,36,"Jordyn Kleman",0.204
"38",608,53096,38,"Alison Mitts",0.205
"39",499,31284,38,"Alyssa Hajduk",0.205
"40",1346,38479,38,"Staci Johns",0.205
"41",280,36830,41,"Erin Hunt",0.206
"42",360,27528,42,"Kayla Gee",0.207
"43",30221,76629,42,"Mallory Teunissen",0.207
"44",25,34677,42,"Morgan Hill",0.207
"45",13028,21138,45,"Harlie Duncan",0.208
"46",593,60155,45,"Morgan Perry",0.208
"47",9630,80032,47,"Hannah Vet",0.209
"48",13028,59842,47,"Kayla Pepper",0.209
"49",30124,2156,47,"Morgan Arbogast",0.209
"50",30146,78914,50,"Kat Ung",0.21
"51",30220,17311,50,"Terri van Dagens",0.21
"52",11416,34194,52,"Kimbri Herring",0.211
"53",10870,75179,52,"Lori Sturgill",0.211
"54",689,20414,52,"Makaleigh Dooley",0.211
"55",395,10935,55,"Alyssa Callans",0.212
"56",468,4029,55,"Maddy Barone",0.212
"57",12799,13013,57,"Mallory Chapman",0.213
"58",1170,58917,58,"Brandi Parks",0.214
"59",241,85832,59,"Cyrena Zemaitis",0.215
"60",1174,81934,59,"Josie Weber",0.215
"61",30058,56531,59,"Tiaria Norman",0.215
"62",30050,31151,62,"Ali Haesele",0.217
"63",30177,25545,62,"Monique Francois",0.217
"64",10870,54744,64,"Kaitlin Munda",0.218
"65",11416,75428,64,"Mckenzie Surface",0.218
"66",3,51734,66,"Nicole Mengel",0.22
"67",30180,8125,67,"Alex Brake",0.221
"68",3,54672,67,"Ally Muller",0.221
"69",41,52215,69,"Ashley Mickschl",0.222
"70",1000,64922,69,"Lacie Rinus",0.222
"71",30063,76569,71,"Devyn Terry",0.223
"72",1012,37998,71,"Jessica Jarecki",0.223
"73",568,46248,71,"Logan Losh",0.223
"74",584,74901,74,"Grace Street",0.224
"75",543,59844,75,"Stephanie Pepper",0.225
"76",1170,40405,76,"Emily Kenley",0.227
"77",30138,26455,76,"Miranda Gajewski",0.227
"78",103,73625,78,"Megan Stacy",0.228
"79",30119,43250,79,"Abby Lamping",0.229
"80",30180,53781,79,"Andrea Morales",0.229
"81",30152,9106,79,"Katelyn Brown",0.229
"82",309,35720,79,"Lauren Honkomp",0.229
"83",30051,57262,83,"Leslie Odom",0.23
"84",30153,54121,84,"Gabby Morris",0.231
"85",675,77995,84,"Nicolette Trapani",0.231
"86",996,34813,86,"Bethany Hines",0.232
"87",1257,48114,86,"Emily Marchbanks",0.232
"88",30055,23749,86,"Hayley Fein",0.232
"89",1245,63358,86,"Mallory Ratcliff",0.232
"90",1167,23913,86,"Mckenzi Ferguson",0.232
"91",30045,10332,91,"Abbey Busby",0.233
"92",30054,62469,91,"Chantel Purcella",0.233
"93",8875,9567,91,"Shannon Buchanan",0.233
"94",1402,18487,94,"Alix Dedreu",0.234
"95",468,43926,94,"Sarah Lavallee",0.234
"96",593,24407,96,"Courtney Fisher",0.235
"97",30154,66454,96,"Dharma Rosbrugh",0.235
"98",333,9151,96,"Maci Brown",0.235
"99",208,79309,96,"Nikole Van gennep",0.235
"100",30090,77002,100,"Delainy Thompson",0.236
"101",1439,53632,100,"Emily Moore",0.236
"102",11403,49280,100,"Kenzie Mattey",0.236
