"","team_id","player_id","rank","player","ip"
"1",457,61146,1,"Brittany Pickett",296.1
"2",670,67563,2,"Randi Rupp",273.3
"3",128,83284,3,"Alea White",262.2
"4",244,5776,4,"Lindsey Bert",257.2
"5",600,78471,5,"Abby Trahan",252.1
"6",428,24544,6,"Amber Fiser",242.2
"7",255,1667,7,"Emily Anderson",240.2
"8",29,51521,7,"Taylor Mcquillin",240.2
"9",288,33580,9,"Savannah Heebner",236.2
"10",719,82206,10,"Emily Watson",235.1
"11",355,19961,10,"Julia Dimartino",235.1
"12",671,22503,12,"Summer Ellyson",233.3
"13",519,74952,13,"Danielle Stiene",230
"14",661,45081,14,"Jennifer Leonhardt",229.1
"15",410,15339,15,"Megan Cook",228.1
"16",659,39222,16,"Brianna Jones",227.3
"17",493,70594,16,"Jacquelyn Sertic",227.3
"18",489,53234,18,"Courtney Mirabella",226.2
"19",315,72081,18,"Faith Sims",226.2
"20",513,35740,20,"Alexis Holloway",223.3
"21",28,39619,21,"Giselle Juarez",223.1
"22",810,70874,22,"Ashley Sharp",222.3
"23",646,9106,22,"Devin Brown",222.3
"24",68,21038,24,"Ali Dubois",220.1
"25",51,66174,24,"Gia Rodoni",220.1
"26",711,18739,26,"Megan Dejter",219.3
"27",317,980,27,"Odicci Alexander",218.3
"28",370,3630,28,"Hannah Bandimere",217.1
"29",2,57104,28,"Hannah Null",217.1
"30",404,72937,28,"Molly Smith",217.1
"31",283,15695,31,"Sarah Cornell",216.2
"32",702,61059,32,"Randy Phillips",215.2
"33",418,4759,33,"Meghan Beaubien",214.1
"34",235,4031,34,"Kelly Barnhill",213.1
"35",502,80655,35,"Valerie Vidal",212.3
"36",694,2404,36,"Caylan Arnold",210.2
"37",102,49628,37,"Celina Matthias",210
"38",31,31363,38,"Mary Haff",208.1
"39",563,54588,39,"Abby Morrow",207.2
"40",67,20926,40,"Jessica Dreswick",206.2
"41",782,43724,41,"Bailey Lange",206.1
"42",1395,84791,42,"Jordan Withrow",205.2
"43",363,27651,42,"Sydney Gay",205.2
"44",110,27167,44,"Rachel Garcia",205.1
"45",2711,49671,45,"Sydney Matzko",204
"46",234,32189,46,"Kylee Hanson",202
"47",352,7907,46,"Parker Boyd",202
"48",201,84704,48,"Jessica Wireman",200.1
"49",219,25011,49,"Morgan Florey",199.1
"50",234,41327,50,"Meghan King",195.1
"51",312,20543,51,"Allison Doocy",195
"52",419,38471,52,"Cori Jennings",194.3
"53",228,9183,53,"Kyaira Brown",194.2
"54",306,78484,53,"Tara Trainer",194.2
"55",277,77644,55,"Dana Thomsen",194.1
"56",458,84742,55,"Haley Wiseman",194.1
"57",624,51277,55,"Lindsey Mcleod",194.1
"58",444,51316,58,"Chelsea Mcmanaway",193.1
"59",2699,58567,59,"Megan Overton",192.1
"60",107,15101,59,"Zoe Conley",192.1
"61",490,81536,61,"Devin Wallace",191.1
"62",10411,6095,62,"Christina Biggerstaff",190.1
"63",562,34475,63,"Casey Herzog",189.1
"64",439,65270,64,"Amanda Riley",189
"65",156,37352,64,"Bridgette Hutton",189
"66",365,81608,66,"Allie Walljasper",188.1
"67",463,37788,66,"Kaylan Jablonski",188.1
"68",83,27725,68,"Raeanne Geffert",188
"69",316,6171,69,"Alyssa Bilodeau",187.3
"70",756,1411,70,"Taran Alvelo",187.1
"71",494,79978,71,"Kaylin Vandomelen",187
"72",700,22048,72,"Erin Edmoundson",186.3
"73",202,59716,72,"Mollie Paulick",186.3
"74",108,85707,74,"Brooke Yanez",186.2
"75",111,53290,75,"Tayler Misfeldt",186.1
"76",528,49926,76,"Mariah Mazon",186
"77",47,52691,77,"Aeshia Miles",185.2
"78",349,21819,78,"Alexis Eastman",185.1
"79",725,74002,79,"Courtney Springman",184.2
"80",459,4611,80,"Alicia Bazonski",183.3
"81",742,21877,81,"Carrie Eberle",183.2
"82",649,36053,81,"Madison Hope",183.2
"83",522,59280,81,"Paige Parker",183.2
"84",430,81838,84,"Holly Ward",183.1
"85",509,83860,85,"Kenna Wilkey",182.3
"86",371,39343,86,"Kiley Jones",181.3
"87",739,1460,87,"Anissa Amarillas",181.2
"88",165,19773,87,"Madison Didion",181.2
"89",112,81780,87,"Robyn Wampler",181.2
"90",37,11749,90,"Kaylee Carlson",181
"91",498,55417,91,"Paige Murray",180.3
"92",14927,44615,92,"Brooklin Lee",180.2
"93",43,63208,92,"Morgan Rackel",180.2
"94",709,53130,94,"Kailey Minarchick",180.1
"95",497,78531,95,"Hope Trautwein",179.2
"96",433,44651,95,"Kaitlin Lee",179.2
"97",231,68012,95,"Shannon Saile",179.2
"98",254,38484,98,"Kinsley Jennings",179.1
"99",367,34079,99,"Megan Hensley",179
"100",229,9679,100,"Tatum Buckley",178.2
