"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",742,35749,2020,"Keely Rochard",119.3,71,24,5,183,9,"1.517",0.164,0.833,"1.050"
"2",61,16908,2020,"Victoria Guzman",119.2,125,45,14,58,10,"3.627",0.254,1.538,"3.996"
"3",528,27018,2020,"Mariah Mazon",113,64,25,3,130,9,"1.177",0.157,0.814,"1.878"
"4",678,41581,2020,"Chloe Temples",108,81,19,12,84,9,"1.944",0.198,1.037,"2.789"
"5",306,15865,2020,"Emily Goodin",107.2,71,31,1,111,5,"1.755",0.176,0.957,"1.833"
"6",1320,16335,2020,"Jenna Greene",107,52,48,13,128,5,"1.243",0.14,1.056,"2.325"
"7",627,18304,2020,"Delaney Heller",100.1,85,29,1,77,7,"2.512",0.223,1.146,"2.669"
"8",428,13291,2020,"Amber Fiser",100,68,36,7,145,5,"2.170",0.186,1.11,"1.440"
"9",651,8643,2020,"Georgina Corrick",97.1,67,27,10,127,6,"1.295",0.181,1.068,"1.732"
"10",457,15051,2020,"Hannah George",96.2,99,38,8,60,12,"3.403",0.261,1.5,"4.200"
"11",716,21197,2020,"Leanna Johnson",94,49,31,3,137,6,"1.638",0.148,0.883,"1.400"
"12",694,42768,2020,"Callie Turner",91.2,80,53,7,72,2,"2.673",0.224,1.527,"3.076"
"13",110,12796,2020,"Megan Faraimo",90.1,49,5,4,149,7,"0.852",0.151,0.642,"0.407"
"14",739,34510,2020,"Paige Rauch",90.1,73,27,8,97,11,"2.325",0.213,1.196,"2.998"
"15",147,5929,2020,"Valerie Cagle",89.2,84,16,4,87,3,"2.186",0.23,1.16,"1.564"
"16",539,32211,2020,"Bailey Parshall",89.1,82,18,3,129,8,"2.507",0.23,1.153,"1.381"
"17",649,15455,2020,"Grace Glanzer",89,71,24,4,74,5,"1.730",0.211,1.112,"2.411"
"18",1092,32781,2020,"Brooke Perry",88,54,38,6,104,3,"1.750",0.171,1.114,"1.980"
"19",68,11401,2020,"Ali Dubois",87.1,68,27,4,95,3,"1.443",0.202,1.134,"1.736"
"20",71,16017,2020,"Payton Gottshall",87,56,37,8,128,4,"1.931",0.176,1.161,"1.607"
"21",270,10953,2020,"Noelle Doan",87,81,34,1,56,11,"2.494",0.236,1.333,"3.963"
"22",796,28200,2020,"Kaitlyn Menz",86.2,73,17,1,56,7,"2.019",0.222,1.05,"2.781"
"23",490,30438,2020,"Sydney Nester",86.1,65,32,9,89,16,"3.243",0.196,1.228,"4.172"
"24",559,2464,2020,"Sydney Bates",86,83,18,1,73,7,"2.360",0.239,1.186,"2.423"
"25",67,1021,2020,"Susannah Anderson",85.2,71,22,16,76,2,"1.798",0.218,1.272,"2.260"
"26",83,14992,2020,"Raeanne Geffert",85.2,91,14,2,107,9,"2.942",0.254,1.249,"1.828"
"27",466,14124,2020,"Kendall Fritz",84.2,75,31,10,72,2,"2.563",0.231,1.37,"2.459"
"28",108,22318,2020,"Katie Kibby",84.1,73,31,7,57,11,"3.569",0.221,1.316,"4.096"
"29",703,12111,2020,"Miranda Elish",84,47,17,4,96,3,"1.250",0.155,0.81,"1.329"
"30",513,19373,2020,"Alexis Holloway",83.2,61,30,3,72,2,"1.088",0.188,1.124,"2.173"
"31",244,41335,2020,"Bailey Tanner",82.2,103,37,4,36,4,"4.149",0.296,1.742,"3.646"
"32",465,4655,2020,"Jenny Bressler",82.2,51,30,8,89,7,"1.270",0.172,1.077,"2.727"
"33",99,45125,2020,"Kellie White",82,68,26,4,78,3,"1.963",0.213,1.195,"2.071"
"34",441,106,2020,"Tristin Achenbach",81.2,79,25,10,76,8,"2.571",0.246,1.396,"3.098"
"35",626,1933,2020,"Maggie Balint",81.2,53,40,10,101,10,"2.400",0.181,1.261,"3.355"
"36",709,20115,2020,"Erin Hunt",81.2,61,28,12,96,1,"2.057",0.197,1.237,"1.678"
"37",235,25485,2020,"Natalie Lugo",81.1,48,26,11,102,5,"1.635",0.167,1.045,"2.056"
"38",459,37930,2020,"Morgan Scott",81,74,27,4,106,8,"3.025",0.229,1.296,"2.215"
"39",518,5513,2020,"Payton Buresch",81,73,13,3,49,9,"1.988",0.23,1.099,"3.227"
"40",497,42460,2020,"Hope Trautwein",80.3,47,35,5,121,7,"1.642",0.165,1.074,"2.017"
"41",29,10428,2020,"Alyssa Denham",80.1,49,25,10,76,5,"1.917",0.168,1.046,"2.624"
"42",43,29843,2020,"Harley Mullins",80.1,101,31,12,49,15,"4.618",0.294,1.793,"5.213"
"43",202,32372,2020,"Mollie Paulick",80.1,46,17,1,108,5,"1.046",0.16,0.797,"1.193"
"44",128,45083,2020,"Alea White",79.1,51,31,5,91,5,"1.853",0.175,1.097,"2.287"
"45",772,374,2020,"Kelsey Aikey",79,61,33,0,116,4,"1.861",0.203,1.19,"1.375"
"46",244,39428,2020,"Morgan Smith",78.3,107,39,1,33,14,"3.987",0.3,1.861,"5.387"
"47",299,10025,2020,"Morgan Day",78.2,64,26,3,123,11,"2.758",0.212,1.182,"2.197"
"48",363,1701,2020,"Sydney Backstrom",78.2,61,28,4,66,5,"1.958",0.202,1.182,"2.769"
"49",414,43586,2020,"Courtney Vierstra",78.2,47,37,8,140,5,"2.136",0.166,1.169,"1.383"
"50",700,11938,2020,"Erin Edmoundson",78.2,51,14,10,93,4,"1.424",0.175,0.953,"1.612"
"51",107,36088,2020,"Chloe Romero",78.1,83,29,9,49,13,"4.468",0.267,1.545,"4.762"
"52",316,45252,2020,"Skylar Whitty",78.1,61,35,10,70,2,"2.234",0.199,1.353,"2.668"
"53",355,21946,2020,"Karlie Keeney",78,82,21,2,45,5,"2.962",0.263,1.346,"2.964"
"54",101,20679,2020,"Kenedee Jamerson",77.2,89,14,8,29,6,"2.524",0.276,1.429,"3.507"
"55",704,22057,2020,"Isabella Kelly",77.2,130,24,7,21,8,"6.399",0.364,2.073,"4.396"
"56",439,20443,2020,"Alyssa Irons",77.1,65,29,9,57,2,"2.534",0.22,1.332,"2.736"
"57",169,28617,2020,"Kiele Miller",77,66,40,9,93,6,"2.727",0.221,1.494,"2.906"
"58",671,12207,2020,"Summer Ellyson",76.1,48,13,2,80,7,"1.834",0.173,0.825,"2.086"
"59",251,10832,2020,"London Diller",76,59,40,4,78,10,"2.947",0.206,1.355,"3.795"
"60",521,11839,2020,"Carrie Eberle",76,37,30,7,68,1,"0.461",0.14,0.974,"2.242"
"61",441,19504,2020,"Michaela Hood",75.2,66,31,7,71,6,"2.128",0.222,1.374,"3.061"
"62",249,44649,2020,"Faith Weber",75.1,84,36,6,59,4,"4.367",0.271,1.673,"3.196"
"63",257,1563,2020,"Mary Wilson Avant",75.1,40,35,8,120,4,"1.394",0.147,1.102,"1.617"
"64",416,23490,2020,"Sarah Ladd",75.1,102,23,6,69,6,"3.810",0.3,1.739,"2.758"
"65",115,2116,2020,"Georgeanna Barefoot",75,68,27,5,83,1,"2.333",0.231,1.333,"1.640"
"66",418,40631,2020,"Alex Storako",75,49,34,4,141,8,"2.427",0.178,1.16,"1.547"
"67",458,31796,2020,"Carson Pace",74.2,81,30,13,57,7,"3.938",0.268,1.661,"3.820"
"68",493,43284,2020,"Paige Vargas",74.2,87,20,8,38,5,"3.938",0.279,1.54,"3.378"
"69",646,17488,2020,"Jenna Hardy",74.2,87,38,4,39,3,"3.375",0.272,1.728,"3.565"
"70",28,28371,2020,"Cielo Meza",74.1,56,15,7,91,6,"1.978",0.202,1.049,"1.889"
"71",184,29983,2020,"Liz Murphy",74.1,98,35,8,61,6,"5.462",0.293,1.897,"3.543"
"72",483,9617,2020,"Emily Danehower",74.1,90,31,4,41,7,"4.049",0.283,1.682,"3.934"
"73",312,38351,2020,"Lauren Shaw",73.2,65,15,1,61,4,"1.710",0.229,1.1,"2.101"
"74",367,35733,2020,"Taylor Roby",73.2,63,26,7,44,2,"1.995",0.216,1.303,"2.902"
