"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",235,1059,2019,"Kelly Barnhill",280,148,79,31,347,22,"1.650",0.152,0.921,"2.121"
"2",671,5851,2019,"Summer Ellyson",265.1,146,55,8,346,14,"1.082",0.154,0.788,"1.190"
"3",249,11498,2019,"Sierra Lange",265,254,69,13,243,25,"2.642",0.239,1.268,"2.721"
"4",439,9879,2019,"Alyssa Irons",262.1,169,49,22,228,7,"1.414",0.177,0.915,"1.821"
"5",428,6394,2019,"Amber Fiser",247.2,153,71,20,326,10,"1.272",0.171,0.985,"1.395"
"6",388,20296,2019,"Abigail Tolbert",247,207,90,28,186,16,"2.664",0.216,1.316,"3.169"
"7",483,11468,2019,"Megan Landry",243.3,192,32,15,181,22,"1.607",0.207,0.98,"2.666"
"8",529,4544,2019,"Jordan Dail",242.1,233,123,33,236,40,"3.986",0.246,1.605,"4.529"
"9",391,4056,2019,"Courtney Coppersmith",231.1,127,92,17,340,14,"1.967",0.153,1.02,"1.661"
"10",676,21800,2019,"Kassidy Wilbur",229.2,171,111,9,256,16,"1.798",0.199,1.267,"2.644"
"11",502,20942,2019,"Valerie Vidal",229,330,61,17,134,38,"5.197",0.323,1.782,"4.409"
"12",505,7388,2019,"Taylor Ginther",227.2,226,54,22,101,11,"2.214",0.246,1.327,"3.142"
"13",457,15963,2019,"Brittany Pickett",225.2,182,62,15,215,22,"2.047",0.211,1.148,"2.786"
"14",519,13181,2019,"Madi Mccrady",222.1,185,97,29,202,23,"3.054",0.216,1.399,"3.628"
"15",509,21878,2019,"Danielle Williams",221.2,127,45,25,305,18,"1.611",0.163,0.889,"1.651"
"16",128,21677,2019,"Alea White",221.1,178,66,21,174,15,"1.613",0.21,1.197,"2.888"
"17",102,4100,2019,"Savanna Corr",219.2,148,114,8,172,12,"2.103",0.183,1.229,"3.210"
"18",716,10272,2019,"Leanna Johnson",217.1,148,54,8,231,20,"2.190",0.188,0.966,"2.326"
"19",30135,19248,2019,"Kellye Springstead",216.1,216,57,15,152,16,"2.815",0.246,1.331,"2.955"
"20",196,16100,2019,"Erin Poepping",215.1,245,69,15,164,14,"3.251",0.272,1.528,"2.892"
"21",189,14732,2019,"Nicole Newman",214.2,85,45,14,405,12,"1.109",0.115,0.671,"0.178"
"22",651,4102,2019,"Georgina Corrick",214.1,126,55,19,260,12,"1.143",0.163,0.933,"1.737"
"23",418,1253,2019,"Meghan Beaubien",212.2,168,37,24,213,14,"1.876",0.209,1.077,"2.113"
"24",1157,525,2019,"Hailey Andrews",210,188,72,16,224,18,"2.433",0.229,1.314,"2.638"
"25",149,1245,2019,"Kaitlin Beasley-polko",209.2,190,75,24,170,21,"2.971",0.236,1.378,"3.497"
"26",355,5175,2019,"Julia Dimartino",208.1,160,33,8,167,9,"1.210",0.204,0.965,"1.949"
"27",29,13473,2019,"Taylor Mcquillin",207,136,58,10,232,15,"1.522",0.179,0.986,"2.086"
"28",61,1458,2019,"Alexis Bermudez",207,181,88,18,165,17,"3.382",0.224,1.386,"3.410"
"29",68,5458,2019,"Ali Dubois",207,158,51,6,197,7,"1.319",0.199,1.039,"1.762"
"30",101,10005,2019,"Jillian James",207,157,60,35,215,11,"2.097",0.199,1.217,"2.390"
"31",306,20402,2019,"Tara Trainer",207,144,97,2,225,18,"1.792",0.189,1.174,"2.791"
"32",236,728,2019,"Madie Aughinbaugh",205,218,42,9,137,21,"2.493",0.254,1.312,"3.141"
"33",459,2466,2019,"Stephanie Bryden",205,164,48,16,233,31,"2.459",0.207,1.112,"3.029"
"34",10411,1573,2019,"Christina Biggerstaff",204.2,111,58,8,258,11,"1.094",0.153,0.865,"1.545"
"35",234,10895,2019,"Meghan King",203.1,138,43,16,234,8,"1.480",0.183,0.969,"1.480"
"36",756,401,2019,"Taran Alvelo",203.1,146,43,17,300,12,"1.549",0.192,1.013,"1.102"
"37",702,15947,2019,"Randy Phillips",202.1,236,47,16,79,34,"3.425",0.284,1.478,"4.738"
"38",31,19534,2019,"Autumn Storms",201.2,190,29,12,172,10,"1.631",0.226,1.145,"1.949"
"39",742,5668,2019,"Carrie Eberle",201.1,185,55,14,164,6,"1.843",0.235,1.262,"2.186"
"40",108,22356,2019,"Brooke Yanez",196.2,127,64,15,259,4,"1.032",0.178,1.047,"1.236"
"41",1092,15812,2019,"Brooke Perry",196.2,177,116,21,226,11,"2.883",0.231,1.597,"2.919"
"42",497,20413,2019,"Hope Trautwein",195.2,137,67,9,163,24,"2.218",0.186,1.089,"3.494"
"43",683,16457,2019,"Melissa Rahrich",195.2,190,33,8,144,14,"2.111",0.241,1.181,"2.487"
"44",43,16435,2019,"Morgan Rackel",193.2,152,33,10,238,14,"1.880",0.207,1.007,"1.548"
"45",110,7044,2019,"Rachel Garcia",193.1,106,40,24,280,12,"0.978",0.153,0.879,"1.303"
"46",521,18573,2019,"Samantha Show",193.1,164,59,11,115,16,"2.353",0.224,1.21,"3.372"
"47",228,2366,2019,"Kyaira Brown",193,176,48,24,113,19,"2.648",0.232,1.285,"3.628"
"48",272,11068,2019,"Julianna Kocenski",192.2,254,52,5,85,11,"4.069",0.308,1.614,"3.147"
"49",316,1591,2019,"Alyssa Bilodeau",191.2,179,57,14,179,13,"2.812",0.236,1.304,"2.525"
"50",489,9756,2019,"Kiara Hurley",191.2,173,35,24,131,12,"3.068",0.229,1.21,"2.770"
"51",624,13408,2019,"Lindsey Mcleod",191.2,112,45,4,256,14,"1.607",0.163,0.84,"1.445"
"52",659,10352,2019,"Brianna Jones",191,161,58,10,148,15,"2.346",0.222,1.199,"2.939"
"53",83,7196,2019,"Raeanne Geffert",190.2,173,43,10,168,13,"2.313",0.229,1.185,"2.358"
"54",71,13836,2019,"Meredith Miller",190.1,171,70,26,187,20,"2.905",0.226,1.403,"3.314"
"55",317,7611,2019,"Megan Good",190,118,71,20,208,18,"1.621",0.17,1.1,"2.879"
"56",244,4964,2019,"Emily Demonte",189.1,230,41,6,81,27,"4.437",0.286,1.463,"4.143"
"57",331,18000,2019,"Andrea Scali",189,126,60,18,257,21,"2.111",0.183,1.079,"2.363"
"58",493,11700,2019,"Kk Leddy",186.2,134,64,12,176,8,"1.913",0.193,1.125,"2.293"
"59",678,15794,2019,"Tori Perkins",185.2,223,27,5,62,8,"2.488",0.284,1.373,"2.809"
"60",782,13223,2019,"Erin Mcdonald",185.2,157,66,16,116,24,"2.903",0.222,1.287,"4.156"
"61",518,16611,2019,"Morgan Ray",185.1,110,110,18,192,11,"2.077",0.166,1.284,"3.172"
"62",312,5323,2019,"Allison Doocy",184.2,185,57,10,192,11,"2.729",0.248,1.365,"2.183"
"63",311,9812,2019,"Emma Hylen",183.2,178,70,10,117,12,"2.858",0.243,1.405,"3.282"
"64",669,5129,2019,"Steffany Dickerson",183.1,162,47,6,144,12,"2.367",0.227,1.173,"2.547"
"65",434,14888,2019,"Madi Norman",183,184,63,12,141,23,"2.984",0.249,1.415,"3.722"
"66",465,2181,2019,"Jenny Bressler",182,170,59,19,152,11,"2.115",0.241,1.363,"2.801"
"67",8,6627,2019,"Montana Fouts",181.2,116,57,4,193,6,"1.387",0.175,0.974,"1.712"
"68",28600,10462,2019,"Mandy Jordan",181.2,131,51,7,157,13,"2.119",0.196,1.04,"2.560"
