"","team_id","player_id","rank","player","sb"
"1",97,18861,1,"Megan Delgadillo",45
"2",314,28140,2,"Kalyiah Gibson",44
"3",10411,44151,3,"Denver Lauer",42
"4",692,24666,4,"Mackenzie Fitzgerald",39
"5",769,5166,5,"Lily Bell",38
"6",235,81577,6,"Skylar Wallace",37
"7",314,74666,6,"Mari Stephens",37
"8",108,19408,8,"Anna Dethlefson",36
"9",112,22645,9,"Morgan Eng",34
"10",175,17617,9,"Emily Daniel",34
"11",466,70501,9,"Chelie Senini",34
"12",709,22736,9,"Eli Enriquez",34
"13",600,81736,13,"Kaylie Walters",32
"14",631,17125,13,"Cairah Curran",32
"15",792,65477,13,"Paige Rivas",32
"16",115,59289,16,"Tyra Parker",31
"17",164,33005,16,"Lexi Hastings",31
"18",655,82218,16,"Ka'lyn Watson",31
"19",153,11838,19,"Rachel Carney",30
"20",439,17399,19,"Dani Dabroski",30
"21",7,27237,21,"Jaeda Gardner",29
"22",563,65784,21,"Lexie Roberts",29
"23",610,53767,21,"Marissa Montelongo",29
"24",655,47707,21,"Chloe Magee",29
"25",2711,23862,21,"Madisyn Federico",29
"26",234,67009,26,"Amaya Ross",28
"27",646,8305,26,"Mackenzie Brasher",28
"28",14,60877,28,"Morgan Petty",27
"29",87,44819,28,"Cate Lehner",27
"30",115,33828,28,"Alyssa Henault",27
"31",175,69899,28,"Emma Schutter",27
"32",261,81625,28,"Katelynn Walls",27
"33",346,79010,28,"Shenita Tucker",27
"34",529,47118,28,"Kai Luschar",27
"35",559,3663,28,"Khloe Banks",27
"36",1157,34058,28,"Stella Henry",27
"37",393,35854,37,"Jaycee Holt",26
"38",454,34649,37,"Adison Hicks",26
"39",703,34032,37,"Kayden Henry",26
"40",742,65447,37,"Emma Ritter",26
"41",10411,77445,37,"Taliyah Thomas",26
"42",5,72239,42,"Brooke Sivek",25
"43",94,38899,42,"Kaia Johnson",25
"44",112,59971,42,"Deena Pederson",25
"45",498,3059,42,"Lourdes Bacon",25
"46",603,5989,42,"Jess Bianco",25
"47",655,29322,42,"Cameron Goodman",25
"48",659,2747,42,"Emma Austin",25
"49",678,25439,42,"Addison Foster",25
"50",694,53057,42,"Kiki Milloy",25
"51",1104,78688,42,"Ashley Trierweiler",25
"52",10411,61813,42,"Abby Polk",25
"53",7,72579,53,"Kendall Smiley",24
"54",198,52325,53,"Brylee Mesusan",24
"55",236,56771,53,"Neleh Nogay",24
"56",315,39272,53,"Emma Jones",24
"57",342,57468,53,"Mary grace O'neill",24
"58",610,24058,53,"Hannah Ferguson",24
"59",314,36642,59,"Samiyyah Huckabee",23
"60",314,36595,59,"Jalia Hubbard",23
"61",446,53342,59,"Chandler Mitchell",23
"62",450,60517,59,"Abigayle Perry",23
"63",503,71579,59,"Caitlyn Shumaker",23
"64",671,18104,59,"Mihyia Davis",23
"65",692,71492,59,"Abby Shoulders",23
"66",699,50207,59,"Jordan Mcclain",23
"67",732,19150,59,"Haley Denning",23
"68",61,28087,68,"Essence Gibbs",22
"69",639,76260,68,"Mckenzie Swinson",22
"70",678,22786,68,"Kami Eppley",22
"71",37,78642,71,"Icess Tresvik",21
"72",107,2046,71,"Tatum Anzaldo",21
"73",231,52154,71,"Kally Meredith",21
"74",434,43361,71,"Jenna Laird",21
"75",460,64461,71,"Cassidy Relay",21
"76",671,33247,71,"Maddie Hayden",21
"77",697,85276,71,"Koko Wooley",21
"78",11504,72829,71,"Kayla Smith",21
"79",28755,6418,71,"Olivia Black",21
"80",14,53437,80,"Caitlyn Mitros",20
"81",66,41895,80,"Sophia Knight",20
"82",108,55637,80,"Sarah Nakahara",20
"83",128,67224,80,"Johneisha Rowe",20
"84",294,72746,80,"Gracie Smith",20
"85",388,6021,80,"Sydney Bickel",20
"86",391,74035,80,"Ella Squaires",20
"87",392,50733,80,"Jaeda Mcfarland",20
"88",457,14619,80,"Alex Coleman",20
"89",460,80920,80,"Tayler Vitola",20
"90",655,30052,80,"Audrey Greely",20
"91",670,39204,80,"Anna Jones",20
"92",695,26349,80,"Kaci Fuller",20
"93",742,51340,80,"Cori Mcmillan",20
"94",792,80006,80,"Ashton Vanhouse",20
"95",1104,30623,80,"Savannah Groshong-kirk",20
"96",28755,80591,80,"Avery Viancos",20
"97",81,14373,97,"Hannah Cochran",19
"98",104,51395,97,"Madelyn Mcnally",19
"99",199,61527,97,"Tehya Pitts",19
"100",235,23492,97,"Kendra Falby",19
"101",283,48324,97,"Chelsea Manto",19
"102",386,50605,97,"Miah Mcdonald",19
"103",393,54820,97,"Nola Mountain",19
"104",416,67004,97,"Alexis Ross",19
"105",430,67936,97,"Sierra Sacco",19
"106",559,61780,97,"Moriah Polar",19
"107",771,65839,97,"Malia Robertson",19
"108",10411,38762,97,"Amie Johnson",19
