"","team_id","player_id","rank","player","h","season"
"1",259,73132,1,"Shilah Snead",86,2016
"2",121,64612,2,"Clare Rettler",84,2024
"3",121,64612,3,"Clare Rettler",83,2025
"4",321,26755,4,"Maleea Gallaspy",82,2023
"5",673,19298,4,"Amelia Derosa",82,2023
"6",809,19387,6,"Sydney Despres",81,2016
"7",122,81363,7,"Maren Waldner",78,2018
"8",300,5627,7,"Sam Berghoff",78,2018
"9",24317,18260,7,"Jordan Day",78,2019
"10",808,55374,10,"Nina Murphy-cook",77,2016
"11",1179,67915,10,"Kaili Saathoff",77,2023
"12",139,57749,12,"Patty maye Ohanian",75,2018
"13",372,10327,12,"Ashley Burrows",75,2018
"14",798,65467,12,"Hannah Ritter",75,2023
"15",42,81442,15,"Elaine Walker",74,2019
"16",200,85237,15,"Cassie Woods",74,2022
"17",218,21488,15,"Kerrigan Dura",74,2016
"18",755,51797,15,"Hannah Mehrle",74,2016
"19",382,32359,19,"Sarah Harker",73,2024
"20",411,57027,19,"Becky Notte",73,2016
"21",622,14824,19,"Leanne Collins",73,2017
"22",1179,61051,19,"Katie Phillips",73,2023
"23",259,1651,23,"Carly Anderson",72,2018
"24",300,67566,23,"Jillian Runyon",72,2017
"25",973,83375,23,"Katie White",72,2023
"26",973,26254,23,"Morgan Frye",72,2024
"27",42,81442,27,"Elaine Walker",71,2018
"28",396,84019,27,"Brecca Williams",71,2025
"29",396,84019,27,"Brecca Williams",71,2024
"30",805,41793,27,"Mallory Klotz",71,2017
"31",1179,70275,27,"Claire Seats",71,2023
"32",1196,25574,27,"Ally Fox",71,2019
"33",1454,27659,27,"Sara Gayer",71,2021
"34",15882,4998,27,"Lauren Begg",71,2023
"35",22626,29487,27,"Emily Gorecki",71,2016
"36",30084,39072,27,"Sarah Johnson",71,2023
"37",42,81442,37,"Elaine Walker",70,2016
"38",44,46226,37,"Jessica Long",70,2017
"39",296,29878,37,"Courtney Grasz",70,2016
"40",351,7525,37,"Sammy Bost",70,2016
"41",398,39553,37,"Jasmin Joseph",70,2016
"42",492,52856,37,"Emily Miller",70,2018
"43",597,66579,37,"Robyn Rohr",70,2016
"44",745,62705,37,"Sarah Prosser",70,2023
"45",1062,45368,37,"Linzie Lewis",70,2017
"46",1111,51148,37,"Bryn Mckie",70,2016
"47",1179,61051,37,"Katie Phillips",70,2022
"48",30037,66034,37,"Erica Robles",70,2018
"49",42,58653,49,"Sam Owens",69,2018
"50",139,72463,49,"Candace Slaw",69,2025
"51",150,39294,49,"Haley Jones",69,2019
"52",296,23752,49,"Megan Fast",69,2021
"53",321,68698,49,"Jailene Santiago",69,2023
"54",745,36525,49,"Cassetty Howerin",69,2017
"55",745,65051,49,"Kiersten Richardson",69,2017
"56",789,45433,49,"Erica Li",69,2016
