"","team_id","player_id","rank","player","ops","season"
"1",24317,18260,1,"Jordan Day","1.752",2021
"2",30047,45983,2,"Shannon Lloyd","1.742",2019
"3",461,962,3,"Kaijah Alexander","1.690",2025
"4",264,83228,4,"Darice Wheeler","1.688",2018
"5",420,67604,5,"Noelle Ruschil","1.673",2022
"6",573,41326,6,"Lauren King","1.655",2021
"7",218,44576,7,"Morgan Ledbetter","1.649",2019
"8",24317,18260,8,"Jordan Day","1.607",2022
"9",321,68698,9,"Jailene Santiago","1.582",2024
"10",542,71258,10,"Vada blue Sherrill","1.578",2018
"11",321,68468,11,"Rylea Sandel","1.566",2022
"12",117,44798,12,"Lexie Leggett","1.556",2023
"13",622,47412,13,"Abby Mace","1.546",2024
"14",809,19387,14,"Sydney Despres","1.543",2016
"15",622,47412,15,"Abby Mace","1.540",2022
"16",396,84019,16,"Brecca Williams","1.531",2025
"17",1192,43271,16,"Laurren Ladwig","1.531",2018
"18",30197,39279,18,"Ellie Jones","1.529",2025
"19",18,64494,19,"Jessica Remm","1.527",2025
"20",21,79404,20,"Haley Ullrich","1.526",2021
"21",800,19837,20,"Melissa Dietz","1.526",2025
"22",303,35030,22,"Keani Hindle","1.522",2019
"23",8911,48964,23,"Lexi Martin","1.520",2022
"24",30037,34848,24,"Debbie Hill","1.518",2023
"25",1450,10210,25,"Erica Burney","1.516",2016
"26",139,33021,26,"Kaitlyn Hasty","1.515",2022
"27",30037,25597,26,"Kaylee Fox","1.515",2018
"28",1179,70275,28,"Claire Seats","1.508",2025
"29",1297,33075,29,"Kathryn Hatlen","1.507",2019
"30",30037,34848,30,"Debbie Hill","1.505",2025
"31",303,4280,31,"Annemarie Bartow","1.504",2016
"32",542,60189,32,"Makenzie Pennell","1.503",2019
"33",1094,78153,33,"Sharon Tomei","1.500",2025
"34",542,71258,34,"Vada blue Sherrill","1.497",2019
"35",24317,18260,34,"Jordan Day","1.497",2019
"36",22626,29487,36,"Emily Gorecki","1.495",2017
"37",160,3509,37,"Melissa Balkema","1.493",2018
"38",218,21488,37,"Kerrigan Dura","1.493",2016
"39",321,26755,37,"Maleea Gallaspy","1.493",2023
"40",641,33635,40,"Megan Heidelbauer","1.491",2025
"41",2694,81259,40,"Eriana Wagner","1.491",2024
"42",264,83228,42,"Darice Wheeler","1.486",2019
"43",809,19387,42,"Sydney Despres","1.486",2018
"44",1062,47597,44,"Tristen Maddox","1.480",2025
"45",8911,48964,45,"Lexi Martin","1.479",2023
"46",1111,7903,46,"Mia Boyd","1.478",2023
"47",122,53004,47,"Sarah Miller","1.477",2021
"48",372,75488,48,"Anna Strien","1.476",2017
"49",618,36488,49,"Olivia Howe","1.474",2021
"50",218,59842,50,"Raelyn Payne","1.471",2022
"51",21,79404,51,"Haley Ullrich","1.470",2022
"52",399,59529,52,"Ab'c'de Patane","1.464",2023
"53",28749,18519,53,"Krista Deburger","1.461",2016
"54",1111,39169,54,"Kate Jolliff rosado","1.458",2018
"55",750,25380,55,"Mara Forsyth","1.447",2017
"56",382,32359,56,"Sarah Harker","1.441",2024
"57",1036,62317,57,"Jess Pozezinski","1.437",2024
"58",467,67041,58,"Daelyn Ross","1.435",2019
"59",451,33728,59,"Rachel Heizer","1.433",2016
"60",443,49575,60,"Janae Matos","1.430",2017
"61",30064,56773,61,"Shelby Noel","1.425",2017
"62",1124,37091,62,"Jaydan Hunt","1.424",2019
"63",27892,70976,62,"Lyndsey Shaw","1.424",2022
"64",28593,44722,62,"Savannah Lee","1.424",2017
"65",279,19627,65,"Maranda Diaz","1.421",2018
"66",745,36525,65,"Cassetty Howerin","1.421",2016
"67",644,70869,67,"Juno Shantz","1.418",2024
"68",401,51870,68,"Brianna Melchionda","1.417",2024
"69",1062,47597,69,"Tristen Maddox","1.414",2024
"70",389,49781,70,"Hadley May","1.412",2025
"71",105,48543,71,"Kendall Marinesi","1.411",2019
"72",300,5627,72,"Sam Berghoff","1.410",2018
"73",526,70562,73,"Julia Serena","1.408",2025
"74",411,16493,74,"Erin Cressman","1.405",2018
"75",1454,71850,75,"Michelle Silva","1.404",2018
"76",30081,44815,76,"Madelyn Lehigh","1.402",2023
"77",12399,13886,77,"Amanda Clark","1.401",2018
"78",22626,29487,77,"Emily Gorecki","1.401",2016
"79",1162,4181,79,"Emily Barrs","1.400",2017
"80",420,48170,80,"Melanie Mandell","1.398",2019
"81",987,50707,81,"Josie Mcelroy","1.397",2018
"82",30041,27329,82,"Kierston Garner","1.395",2016
"83",525,6813,83,"Kinslea Blouin","1.394",2019
"84",179,74529,84,"Jamie Stefani","1.393",2019
"85",795,50378,84,"Jordyn Mccormack","1.393",2023
"86",139,72018,86,"Scoop Simon","1.392",2016
"87",789,24849,87,"Sydney Fleming","1.390",2025
"88",160,61256,88,"Becky Pieroni","1.389",2021
"89",1340,50212,88,"Mallory Mcclafferty","1.389",2016
"90",633,76176,90,"Jennifer Sweeney","1.388",2021
"91",461,67751,91,"Morgan Russo","1.386",2025
"92",717,67610,91,"Cassie Ruscz","1.386",2016
"93",21830,40784,91,"Mariann Kennison","1.386",2019
"94",182,10905,94,"Annabelle Calderon","1.385",2025
"95",443,82603,95,"Brooke Wehr","1.384",2021
"96",808,85094,95,"Caraline Wood","1.384",2019
"97",278,74213,97,"Gabbie Stallbaum","1.383",2025
"98",2798,27772,97,"Ivy Geloso","1.383",2022
"99",24400,41477,97,"Kylie Kirk","1.383",2025
"100",30044,71536,100,"Arizona Shreck","1.382",2023
