"","team_id","player_id","rank","player","era"
"1",235,4025,1,"Kelly Barnhill",0.509
"2",428,30545,2,"Sara Groenewegen",0.619
"3",317,29246,3,"Megan Good",0.631
"4",235,29599,4,"Delanie Gourley",0.721
"5",519,20589,5,"Savannah jo Dorsey",1.095
"6",90,37362,6,"Sierra Hyland",1.11
"7",29,57459,7,"Danielle O'toole",1.201
"8",365,35998,8,"Carley Hoover",1.215
"9",8,58340,9,"Alexis Osorio",1.232
"10",670,67491,10,"Randi Rupp",1.235
"11",529,3494,11,"Maggie Balint",1.257
"12",719,82120,12,"Emily Watson",1.258
"13",234,10307,13,"Jessica Burroughs",1.271
"14",30135,74253,14,"Ciara Stapp",1.298
"15",732,80789,15,"Miranda Viramontes",1.316
"16",315,28341,16,"Whitney Gillespie",1.328
"17",529,41625,17,"Megan Kleist",1.335
"18",8,45835,18,"Sydney Littlejohn",1.356
"19",37,11736,19,"Kaylee Carlson",1.368
"20",77,9815,20,"Mckenna Bull",1.391
"21",660,12958,21,"Haley Chambers-book",1.438
"22",10411,51118,22,"Holly Mckinnon",1.443
"23",30135,73929,23,"Kellye Springstead",1.447
"24",129,41789,24,"Rachel Knapp",1.451
"25",402,24906,25,"Alexsandra Flores",1.455
"26",504,9594,26,"Alyssa Buchanan",1.462
"27",418,5889,27,"Megan Betsa",1.463
"28",522,59219,28,"Paige Parker",1.477
"29",28600,39463,29,"Mandy Jordan",1.483
"30",10411,71462,30,"Lexi Shubert",1.501
"31",231,67940,31,"Shannon Saile",1.519
"32",646,9097,32,"Devin Brown",1.531
"33",234,41287,33,"Meghan King",1.554
"34",600,68567,34,"Ethel Santai",1.577
"35",697,72792,35,"Lexi Smith",1.598
"36",522,46634,36,"Paige Lowary",1.617
"37",30095,4706,37,"Brooklyn Beardshear",1.621
"38",365,81523,38,"Allie Walljasper",1.647
"39",703,85344,39,"Erica Wright",1.659
"40",460,39471,40,"Peyton Jordan",1.665
"41",514,42438,41,"Erin Kownacki",1.686
"42",661,45036,42,"Jennifer Leonhardt",1.688
"43",302,25831,43,"Karissa Frazier",1.713
"44",90,12903,44,"Lindsey Chalmers",1.724
"45",277,35133,45,"Brittany Hitchcock",1.754
"46",671,74769,46,"Alex Stewart",1.779
"47",51,66104,47,"Gia Rodoni",1.783
"48",694,54699,48,"Matty Moss",1.792
"49",219,24982,49,"Morgan Florey",1.828
"50",433,44606,50,"Kaitlin Lee",1.841
"51",381,49412,51,"Briana Matazinsky",1.86
"52",388,20121,52,"Jordan Dixon",1.863
"53",410,15320,53,"Megan Cook",1.867
"54",2,35741,54,"Sidney Holman-mansell",1.877
"55",248,80823,55,"Marina Vitalich",1.887
"56",355,19935,56,"Julia Dimartino",1.892
"57",444,51264,57,"Chelsea Mcmanaway",1.915
"58",29,51469,58,"Taylor Mcquillin",1.919
"59",334,64517,59,"Erin Rethlake",1.923
"60",110,27137,59,"Rachel Garcia",1.923
"61",51,70379,61,"Kelsee Selman",1.932
"62",315,82958,62,"Taylor West",1.974
"63",231,42873,63,"Megan Kugelmann",1.977
"64",494,79894,64,"Kaylin Vandomelen",1.998
"65",37,48914,65,"Makayla Martin",2.004
"66",363,27621,66,"Sydney Gay",2.005
"67",756,1409,67,"Taran Alvelo",2.006
"68",694,2399,68,"Caylan Arnold",2.008
"69",236,2705,69,"Madie Aughinbaugh",2.01
"70",386,79721,70,"Jessica Van alphen",2.015
"71",331,43208,71,"Ronnie Ladines",2.018
"72",410,17121,72,"Haley Currie",2.035
"73",68,715,73,"Makinna Akers",2.038
"74",606,80367,74,"Ashley Ventura",2.047
"75",703,18137,75,"Tiarra Davis",2.059
"76",302,33573,76,"Elaine Heflin",2.075
"77",28755,63589,77,"Riley Randolph",2.079
"78",365,72930,77,"Sydney Smith",2.079
"79",334,62525,79,"Meagan Prince",2.087
"80",366,18311,80,"Krystal De la cruz",2.094
"81",381,84067,81,"Nicole Williams",2.105
"82",244,5770,82,"Lindsey Bert",2.135
"83",288,33548,83,"Savannah Heebner",2.142
"84",229,84269,84,"Amanda Wilson",2.143
"85",697,32486,85,"Trinity Harrington",2.157
"86",699,66248,86,"Lauren Rodriguez",2.173
"87",355,26069,87,"Kenzie Friesen",2.181
"88",257,29904,88,"Brittany Gray",2.185
"89",590,11730,89,"Jamie Carlson",2.193
"90",725,61680,90,"Renee Poirier",2.223
"91",1157,17243,91,"Alley Cutting",2.224
"92",1068,53370,91,"Kiandra Mitchum",2.224
"93",702,13834,93,"Samantha Clakley",2.226
"94",430,71717,94,"Alexis Silkwood",2.227
"95",487,11868,95,"Hillary Carpenter",2.228
"96",697,71428,96,"Samantha Show",2.231
"97",352,11178,97,"Christine Campbell",2.234
"98",28,47371,98,"Breanna Macha",2.236
"99",454,65888,99,"Mason Robinson",2.238
"100",676,30872,100,"Callee Guffey",2.239
"101",83,27695,100,"Raeanne Geffert",2.239
