"","team_id","player_id","rank","player","slg"
"1",334,14421,1,"Erin Coffel","0.984"
"2",235,81573,2,"Skylar Wallace","0.980"
"3",306,40842,3,"Taryn Kern","0.942"
"4",694,53056,4,"Kiki Milloy","0.935"
"5",504,20251,5,"Mya Dodge","0.899"
"6",6,68521,6,"Venice Sanders","0.895"
"7",147,10803,7,"Valerie Cagle","0.887"
"8",388,58575,7,"Autumn Owen","0.887"
"9",110,8138,9,"Maya Brady","0.866"
"10",66,31616,10,"Kelsey Hall","0.854"
"11",504,62869,11,"Alexis Pupillo","0.844"
"12",367,66043,12,"Taylor Roby","0.835"
"13",522,8750,13,"Alyssa Brito","0.824"
"14",472,7728,14,"Kayla Bowen","0.817"
"15",408,18733,15,"Allison Dejidas","0.804"
"16",1104,24326,16,"Kristin Fifield","0.803"
"17",317,71299,17,"Hannah Shifflett","0.801"
"18",257,40224,18,"Jayda Kearney","0.799"
"19",522,14648,19,"Jayda Coleman","0.788"
"20",522,38497,20,"Tiare Jennings","0.781"
"21",434,35950,21,"Alex Honnold","0.779"
"22",31,33560,22,"Rylin Hedgecock","0.774"
"23",28,79997,23,"Jordyn Vanhook","0.767"
"24",414,73623,24,"Karli Spaid","0.759"
"25",522,32149,24,"Kinzie Hansen","0.759"
"26",742,59939,26,"Bre Peck","0.753"
"27",472,11695,27,"Riley Carley","0.750"
"28",669,80221,28,"Mckenzie Vaughan","0.748"
"29",77,2782,29,"Huntyr Ava","0.746"
"30",29,70174,30,"Carlie Scupin","0.745"
"31",414,28937,30,"Jenna Golembiewski","0.745"
"32",513,27520,32,"Karina Gaskins","0.741"
"33",10411,28846,32,"Casey Goguts","0.741"
"34",631,78685,34,"Ashley Trierweiler","0.740"
"35",700,85583,34,"Kailey Wyckoff","0.740"
"36",700,6853,36,"Peyton Blythe","0.739"
"37",782,3912,37,"Addison Barnard","0.738"
"38",782,51161,38,"Sydney Mckinney","0.732"
"39",176,84870,39,"Anna Wohlers","0.728"
"40",513,58209,40,"Lexi Orozco","0.725"
"41",694,62866,40,"Zaida Puni","0.725"
"42",193,28873,42,"Ana Gold","0.724"
"43",518,83907,43,"Melina Wilkison","0.722"
"44",671,1235,44,"Lauren Allred","0.721"
"45",28,267,45,"Yannira Acuna","0.719"
"46",310,71049,45,"Jamie Sheeran","0.719"
"47",257,54734,47,"Sara Mosley","0.718"
"48",694,28157,47,"Mckenna Gibson","0.718"
"49",306,53191,49,"Taylor Minnick","0.717"
"50",676,27065,50,"Gaby Garcia","0.716"
"51",545,70211,51,"Sarah Seamans","0.712"
"52",700,3195,52,"Ellie Bailey","0.711"
"53",465,49058,53,"Ariana Martinez","0.708"
"54",659,45790,53,"Jackie Lis","0.708"
"55",257,42977,55,"Sydney Kuma","0.706"
"56",444,84031,55,"Emily Williams","0.706"
"57",414,17014,57,"Allie Cummins","0.704"
"58",522,44639,57,"Haley Lee","0.704"
"59",367,58470,59,"Korbe Otis","0.702"
"60",606,12333,59,"Kaelin Cash","0.702"
"61",671,33482,59,"Karly Heath","0.702"
"62",667,29162,62,"Emily Gonzalez","0.701"
"63",1104,46439,62,"Ramsay Lopez","0.701"
"64",107,72899,64,"Makena Smith","0.699"
"65",635,11917,64,"Kelsey Carr","0.699"
"66",796,42258,66,"Kayla Konwent","0.697"
"67",110,29846,67,"Megan Grant","0.695"
"68",283,28509,67,"Meghan Giordano","0.695"
"69",392,44528,69,"Amelia Lech","0.694"
"70",716,51162,70,"Taylor Mckinney","0.691"
"71",257,12977,71,"Sydney Chambley","0.690"
"72",30095,14172,71,"Shea Clements","0.690"
"73",202,4172,73,"Vianna Barron","0.689"
"74",545,83164,73,"Yvonne Whaley","0.689"
"75",772,68517,75,"Taylor Sanders","0.688"
"76",29,72261,76,"Allie Skaggs","0.687"
"77",676,5436,77,"Mackenzie Bennett","0.686"
"78",497,26854,78,"Kailey Gamble","0.684"
"79",661,29306,78,"Allie Goodin","0.684"
"80",603,38264,80,"London Jarrard","0.683"
"81",51,29639,81,"Shaylon Govan","0.681"
"82",419,51609,82,"Laura Mealer","0.680"
"83",10411,20379,82,"Tiffany Domingue","0.680"
"84",317,49528,84,"Kk Mathis","0.678"
"85",463,1835,85,"Billie Andrews","0.677"
"86",244,46915,86,"Riley Ludlam","0.676"
"87",539,6407,87,"Lexie Black","0.674"
"88",693,61030,87,"Kaili Phillips","0.674"
"89",626,3726,89,"Mac Barbara","0.673"
"90",14,60875,90,"Morgan Petty","0.672"
"91",202,60592,91,"Maggie Pertee","0.671"
"92",414,6671,91,"Holly Blaska","0.671"
"93",428,42585,91,"Taylor Krapf","0.671"
"94",521,55686,94,"Kiley Naomi","0.670"
"95",742,65444,94,"Emma Ritter","0.670"
"96",193,80304,96,"Aminah Vega","0.669"
"97",769,37044,96,"Bailey Huneycutt","0.669"
"98",782,39448,96,"Zoe Jones","0.669"
"99",545,20895,99,"Bailey Drapola","0.663"
"100",756,41731,99,"Baylee Klingler","0.663"
