"","game_id","team","opponent","player_id","player","ip","ha","er","bb","hb","so","bf","hr_a","go","fo"
"1","1854265","Ohio","Lipscomb",7058,"Holly Brehm",15,17,2,3,0,3,65,0,18,23
"2","1855548","South Alabama","Nicholls",26910,"Jenna Hardy",15,13,2,5,0,5,67,0,27,13
"3","1854209","Presbyterian","Butler",25137,"Jenna Greene",12,5,1,3,1,18,45,0,11,6
"4","1854209","Butler","Presbyterian",54185,"Karli Ricketts",11,10,0,5,0,13,48,0,8,12
"5","1854158","Robert Morris","Gardner-Webb",66696,"Dana Vatakis",10.1,8,2,1,1,4,40,0,16,10
"6","1853734","Kentucky","Arizona St.",2470,"Grace Baalman",10.1,5,3,5,1,11,43,2,10,9
"7","1852753","Western Ill.","Miami (OH)",9757,"Abby Carlin",10,9,1,0,1,6,40,0,9,13
"8","1852753","Miami (OH)","Western Ill.",67078,"Courtney Vierstra",10,4,1,3,0,15,39,0,8,7
"9","1857131","Austin Peay","Bradley",45817,"Harley Mullins",10,7,2,4,0,7,41,1,6,16
"10","1869159","A&M-Corpus Christi","Southeastern La.",38466,"Jenika Lombrana",10,13,9,3,0,7,43,2,9,11
"11","1854505","Fla. Atlantic","North Florida",22680,"Lynn Gardner",10,11,4,3,0,8,45,0,9,12
"12","1966105","Tennessee St.","Tulsa",38866,"Raven Loveless",10,7,1,3,0,1,39,0,23,3
"13","1857538","Auburn","Florida",71317,"Samantha Yarbrough",10,10,1,3,0,8,42,0,2,19
"14","1853121","Montana","Texas Tech",148,"Tristin Achenbach",10,5,0,0,3,9,38,0,6,14
"15","1855548","Nicholls","South Alabama",44858,"Jordan Moon",10.2,2,0,1,1,7,33,0,3,18
"16","1853099","UNC Greensboro","Ohio St.",58373,"Morgan Scott",10.2,13,4,4,0,7,46,0,9,11
"17","1857538","Florida","Auburn",39110,"Natalie Lugo",9.1,4,1,3,2,9,36,0,10,8
"18","1856610","South Alabama","Fla. Atlantic",30663,"Allie Hughen",9,5,0,2,0,4,34,0,10,11
"19","1858865","Butler","South Dakota St.",24914,"Alyssa Graves",9,5,2,2,0,9,36,0,10,8
"20","1853632","Monmouth","Mercer",31366,"Alyssa Irons",9,7,2,4,2,4,37,0,12,7
"21","1853632","Mercer","Monmouth",8898,"Amber Byrd",9,4,0,3,0,1,32,0,5,19
"22","1853669","UIW","FDU",25886,"Annie Gunther",9,7,1,2,0,9,36,0,12,4
"23","1853357","Auburn","UNCW",63438,"Ashlee Swindle",9,7,3,1,1,13,36,1,8,6
"24","1856381","Louisiana Tech","Sam Houston",50913,"Audrey Pickett",9,9,1,2,1,6,41,0,19,1
"25","1868997","Seattle U","Stanford",46336,"Carley Nance",9,7,2,3,1,8,38,1,10,8
"26","1856312","Oklahoma St.","Oregon",18228,"Carrie Eberle",9,9,1,6,0,11,42,0,10,4
"27","1854836","Charlotte","Campbell",48847,"Carson Pace",9,5,1,2,2,6,36,0,5,14
"28","1855144","UMass Lowell","Fordham",56205,"Chelsea Runyon",9,5,0,2,0,6,34,0,10,10
"29","1857131","Bradley","Austin Peay",31510,"Emma Jackson",9,6,2,5,0,5,38,0,14,8
"30","1858865","South Dakota St.","Butler",23814,"Grace Glanzer",9,7,2,3,0,7,34,1,8,9
"31","1853370","Campbell","Bucknell",30315,"Kayla Howald",9,8,3,2,0,9,37,0,4,14
"32","1857312","Saint Louis","Valparaiso",10950,"Kaylea Chappelle",9,5,1,3,0,8,35,0,8,10
"33","1858100","Holy Cross","Quinnipiac",46659,"Kelly Nelson",9,2,0,2,0,11,33,0,6,10
"34","1855366","UMass Lowell","Southern Ill.",9591,"Lovina Capria",9,3,1,0,1,6,31,0,7,14
"35","1856610","Fla. Atlantic","South Alabama",22680,"Lynn Gardner",9,8,2,7,1,7,42,1,8,11
"36","1855144","Fordham","UMass Lowell",2276,"Madie Aughinbaugh",9,6,0,1,0,9,35,0,8,9
"37","1854560","San Diego St.","Wisconsin",2923,"Maggie Balint",9,2,2,8,2,13,35,1,6,4
"38","1855942","North Florida","Stony Brook",11766,"Morgan Clausen",9,0,0,0,0,9,27,0,13,5
"39","1853099","Ohio St.","UNC Greensboro",8377,"Payton Buresch",9,3,0,1,0,8,31,0,13,5
"40","1855898","Ga. Southern","Auburn",22478,"Aaliyah Garcia",9.2,9,4,1,1,6,37,1,5,15
"41","1853669","FDU","UIW",57423,"Alayna Savaglio",9.2,7,2,5,3,10,44,0,5,11
"42","1854299","Army West Point","Sacramento St.",25275,"Alicyn Grete",9.2,11,2,1,0,7,38,0,13,3
"43","1857986","Mississippi Val.","Bryant",41265,"Ashlyn Matthews",9.2,7,1,6,0,5,38,0,9,9
"44","1854566","Oregon St.","Missouri",41533,"Mariah Mazon",9.2,8,3,5,0,8,40,0,9,8
"45","1853370","Bucknell","Campbell",23091,"Raeanne Geffert",9.2,11,3,4,0,13,41,1,5,8
"46","1855942","Stony Brook","North Florida",5817,"Dawn Bodrug",8.1,3,0,3,0,7,31,0,7,9
"47","1855505","San Diego","Utah",28118,"Delaney Heller",8.1,11,6,3,1,3,41,1,13,8
"48","1857553","Toledo","Tennessee",30879,"Erin Hunt",8.1,14,9,5,3,11,47,0,4,9
"49","1854723","UMass Lowell","Harvard",58528,"Kaylie See",8.1,6,1,5,0,2,35,0,9,13
"50","1857312","Valparaiso","Saint Louis",48877,"Kelsie Packard",8.1,7,0,2,2,12,38,0,5,8
"51","1853793","Stetson","UConn",34682,"Lauren Klein",8.1,9,3,5,1,5,41,0,12,8
"52","1857950","Marist","Texas Tech",26137,"Meghan Haff",8.1,4,2,1,0,5,29,0,9,9
"53","1857382","Hampton","Wagner",16823,"Noelle Doan",8.1,9,1,3,0,4,35,0,14,4
"54","1856270","Ga. Southern","Binghamton",22478,"Aaliyah Garcia",8,6,2,0,0,12,30,1,6,6
"55","1966270","Western Ill.","Grand Canyon",9757,"Abby Carlin",8,10,2,1,0,5,35,0,8,11
"56","1857146","Illinois","Louisville",31866,"Addy Jarvis",8,6,0,1,0,8,30,0,11,4
"57","1853804","Syracuse","Indiana",55501,"Alexa Romero",8,5,1,4,0,7,31,0,5,10
"58","1852799","Syracuse","Penn St.",55501,"Alexa Romero",8,4,3,4,1,4,33,0,7,12
"59","1855765","Princeton","Towson",36761,"Alexis Laudenslager",8,5,2,4,1,7,33,1,8,8
"60","1856212","UIC","Drake",65591,"Allie Trudeau",8,8,3,4,0,7,37,0,8,8
"61","1855073","Iowa","Hawaii",17118,"Allison Doocy",8,3,0,2,0,15,29,0,1,8
"62","1852675","Iowa","Coastal Carolina",17118,"Allison Doocy",8,4,1,2,0,12,30,0,4,7
"63","1857534","FIU","Samford",45940,"Allison Muraskin",8,6,1,2,2,4,35,0,11,8
"64","1857844","Tennessee Tech","Lipscomb",1862,"Alyssa Arden",8,4,0,5,0,7,32,0,1,15
"65","1853553","Butler","Nicholls",24914,"Alyssa Graves",8,3,1,0,0,8,27,0,10,6
"66","1854913","Long Beach St.","Oregon St.",12219,"Ashley Coleman",8,4,1,0,0,4,28,1,14,3
"67","1852760","Kentucky","NC State",30814,"Autumn Humes",8,8,1,0,0,4,31,0,14,5
"68","1857047","Mount St. Mary's","Villanova",46778,"Avery Neuhart",8,5,0,3,0,6,30,0,7,9
"69","1856530","Delaware St.","FDU",2765,"Brianna Baker",8,10,5,0,1,3,34,1,8,12
"70","1853740","Gardner-Webb","Valparaiso",50392,"Brooke Perry",8,4,2,1,1,8,32,0,4,12
"71","1855443","Wright St.","UT Martin",65822,"Carly Turner",8,11,3,2,1,0,41,0,10,14
"72","1852624","Charlotte","Virginia",48847,"Carson Pace",8,10,7,4,2,2,38,1,6,14
"73","1854709","Chattanooga","Miami (OH)",30553,"Celie Hudson",8,5,3,1,1,11,30,2,7,5
"74","1855987","Stetson","Bethune-Cookman",64044,"Chloe Temples",8,2,1,0,1,5,27,0,7,12
"75","1857734","Ball St.","Tulsa",32668,"Deborah Jones",8,3,0,3,1,3,31,0,10,9
"76","1853455","Utah Valley","Montana",13786,"Devyn Cretz",8,4,0,2,1,5,32,0,6,11
"77","1853804","Indiana","Syracuse",24414,"Emily Goodin",8,5,3,1,0,4,31,0,17,2
"78","1854997","Indiana","Bucknell",24414,"Emily Goodin",8,3,2,3,0,8,31,1,9,6
"79","1869179","Canisius","San Jose St.",47052,"Emily Nicosia",8,9,3,5,0,4,38,1,5,13
"80","1854265","Lipscomb","Ohio",71265,"Emily Yakubowski",8,7,1,0,1,9,32,1,10,5
"81","1854963","Toledo","Sacred Heart",30879,"Erin Hunt",8,1,0,1,1,6,28,0,10,8
"82","1855634","George Washington","Towson",68581,"Faith Weber",8,9,2,2,0,1,32,0,12,8
"83","1855936","George Washington","Princeton",68581,"Faith Weber",8,12,4,2,1,7,38,0,9,7
"84","1855797","Campbell","Chattanooga",3197,"Georgeanna Barefoot",8,2,0,2,1,7,27,0,8,7
"85","1852678","South Fla.","Michigan",13182,"Georgina Corrick",8,7,1,3,0,9,33,0,9,5
"86","1857517","South Fla.","Wisconsin",13182,"Georgina Corrick",8,7,0,2,1,18,34,0,3,3
"87","1853698","Baylor","Western Ill.",55076,"Gia Rodoni",8,3,1,1,0,16,29,0,5,3
"88","1854821","Baylor","Minnesota",55076,"Gia Rodoni",8,6,0,2,0,7,33,0,6,11
"89","1856024","Kansas","Southeastern La.",53349,"Hailey Reed",8,4,0,1,1,10,34,0,5,8
"90","1854692","North Texas","A&M-Corpus Christi",65339,"Hope Trautwein",8,1,0,2,1,21,28,0,0,3
"91","1854403","North Texas","Texas",65339,"Hope Trautwein",8,5,2,5,0,5,34,0,6,13
"92","1854124","North Texas","Missouri St.",65339,"Hope Trautwein",8,5,1,4,1,9,31,0,4,8
"93","1855073","Hawaii","Iowa",16678,"Isabella Dino",8,5,1,0,0,4,30,0,16,3
"94","1854515","UTEP","IUPUI",33732,"Isabella Kelly",8,12,7,3,0,2,40,0,16,4
"95","1857163","UTEP","Louisiana Tech",33732,"Isabella Kelly",8,15,8,4,1,2,41,1,10,7
"96","1858221","UC Riverside","Southern Utah",5949,"Jacy Boles",8,12,2,5,0,9,42,1,6,9
"97","1854692","A&M-Corpus Christi","North Texas",38466,"Jenika Lombrana",8,8,2,1,1,4,32,0,6,12
"98","1853429","A&M-Corpus Christi","UAB",38466,"Jenika Lombrana",8,4,1,2,0,6,30,0,3,14
"99","1853345","Colorado St.","Ole Miss",31840,"Jessica Jarecki",8,5,1,1,1,1,29,0,9,12
"100","1856119","Nicholls","Eastern Ky.",44858,"Jordan Moon",8,4,1,3,0,0,30,1,4,19
"101","1857623","Portland St.","LMU (CA)",58063,"Katie Schroeder",8,9,5,2,0,6,35,0,7,11
"102","1854515","IUPUI","UTEP",16490,"Kayana Diederich",8,8,6,3,1,3,36,3,10,11
"103","1857437","Long Beach St.","Minnesota",69308,"Kellie White",8,3,2,4,1,7,34,1,9,7
"104","1855984","Oklahoma St.","Louisville",41395,"Kelly Maxwell",8,6,1,0,1,9,30,0,9,5
"105","1852523","Idaho St.","UC Santa Barbara",63368,"Kelsea Sweeney",8,9,2,5,0,3,35,0,9,8
"106","1852945","Western Ky.","Troy",566,"Kelsey Aikey",8,4,1,1,0,13,28,0,7,3
"107","1855629","Nevada","Oregon St.",21773,"Kendall Fritz",8,3,0,0,0,12,27,0,3,8
"108","1855553","California Baptist","San Diego St.",67239,"Kerisa Viramontes",8,3,0,5,0,12,31,0,7,4
"109","1857027","California Baptist","Michigan St.",67239,"Kerisa Viramontes",8,4,2,0,0,7,27,0,11,5
"110","1853999","Northern Colo.","UC Santa Barbara",26664,"Lainey Hanehan",8,7,4,4,0,1,35,1,11,11
