"","team_id","player_id","rank","player","rc"
"1",522,360,1,"Jocelyn Alo","121.70"
"2",414,19147,2,"Karli Spaid"," 85.56"
"3",782,13379,3,"Sydney Mckinney"," 83.13"
"4",756,10998,4,"Baylee Klingler"," 82.00"
"5",782,1025,5,"Addison Barnard"," 80.51"
"6",28,17845,6,"Cydney Sanders"," 77.40"
"7",522,10121,7,"Tiare Jennings"," 76.87"
"8",31,7288,8,"Danielle Gibson"," 75.93"
"9",458,20786,9,"Bailey Vannoy"," 74.82"
"10",522,12399,10,"Grace Lyons"," 70.27"
"11",697,11717,11,"Haley Lee"," 69.66"
"12",626,971,12,"Mac Barbara"," 68.33"
"13",509,11909,13,"Rachel Lewis"," 68.19"
"14",473,9536,14,"Andrea Howard"," 68.05"
"15",26172,5755,15,"Pal Egan"," 66.28"
"16",430,4663,16,"Mia Davidson"," 66.00"
"17",367,7857,17,"Carmyn Greenwood"," 65.66"
"18",28,71,18,"Yannira Acuna"," 65.52"
"19",77,22520,19,"Violet Zavodnik"," 65.15"
"20",31,18600,20,"Kb Sides"," 64.91"
"21",29,18757,21,"Allie Skaggs"," 64.71"
"22",47,8905,22,"Faith Hensley"," 64.14"
"23",257,14314,23,"Sara Mosley"," 63.88"
"24",388,8469,24,"Aly Harrell"," 63.83"
"25",334,3753,25,"Erin Coffel"," 63.16"
"26",703,10071,26,"Janae Jefferson"," 63.12"
"27",110,22115,27,"Delanie Wisz"," 62.50"
"28",1395,2935,28,"Georgia Capell"," 61.47"
"29",513,7145,29,"Karina Gaskins"," 61.18"
"30",235,21205,30,"Skylar Wallace"," 60.50"
"31",110,15753,31,"Briana Perez"," 59.85"
"32",306,1140,32,"Cora Bassett"," 59.35"
"33",43,15262,33,"Lexi Osowski-anderson"," 59.31"
"34",176,10212,34,"Brooke Johnson"," 59.10"
"35",128,3745,35,"Jada Cody"," 57.26"
"36",454,2135,36,"Logan Braundmeier"," 57.00"
"37",463,520,37,"Billie Andrews"," 56.89"
"38",29,18265,38,"Carlie Scupin"," 56.79"
"39",503,10665,39,"Katie Keller"," 56.72"
"40",31,12558,40,"Linnie Malkin"," 56.44"
"41",255,768,40,"Patricia Awald"," 56.44"
"42",600,17680,42,"Mekenzie Saban"," 56.41"
"43",305,15864,43,"Bella Peterson"," 56.34"
"44",388,16382,44,"Saige Pye"," 56.26"
"45",528,8309,45,"Frankie Hammoude"," 56.09"
"46",129,19369,46,"Shannon Stein"," 56.01"
"47",522,3815,47,"Jayda Coleman"," 55.78"
"48",31,6965,48,"Hannah Gammill"," 55.43"
"49",193,10611,49,"Jameson Kavel"," 55.35"
"50",1157,3247,50,"Taylor Cates"," 55.22"
"51",77,750,51,"Huntyr Ava"," 54.81"
"52",487,2245,52,"Emma Broadfoot"," 54.79"
"53",68,17404,53,"Kayla Roncin"," 54.38"
"54",257,6368,54,"Lacey Fincher"," 54.14"
"55",694,13872,55,"Kiki Milloy"," 53.99"
"56",29,15392,56,"Sharlize Palacios"," 53.96"
"57",388,19428,57,"Mya Stevenson"," 53.47"
"58",428,4982,57,"Natalie Denhartog"," 53.47"
"59",465,21020,59,"April Visser"," 53.31"
"60",559,1284,60,"Rachel Becker"," 53.22"
"61",314,19449,61,"Lauren Stewart"," 52.86"
"62",334,11172,62,"Kayla Kowalik"," 52.44"
"63",1320,9030,63,"Morgan Hess"," 52.36"
"64",102,4794,64,"Lewa Day"," 52.25"
"65",518,8167,65,"Sam Hackenbracht"," 52.11"
"66",487,19507,66,"Harley Stokes"," 51.64"
"67",441,13312,67,"Maygen Mcgrath"," 51.49"
"68",257,10624,68,"Jayda Kearney"," 51.32"
"69",51,22035,69,"Mckenzie Wilson"," 51.30"
"70",490,14260,70,"Logan Morris"," 51.09"
"71",366,17689,71,"Sierra Sacco"," 51.00"
"72",414,4432,72,"Allie Cummins"," 50.92"
"73",27,9527,73,"Kayt Houston"," 50.86"
"74",169,22022,74,"Kailey Wilson"," 50.53"
"75",317,18525,75,"Hannah Shifflett"," 50.49"
"76",31,5849,76,"Taylor Ellsworth"," 50.42"
"77",234,11826,77,"Mack Leonard"," 50.38"
"78",201,4257,78,"Hannah Cravens"," 50.28"
"79",649,3063,79,"Rozelyn Carrillo"," 50.14"
"80",716,9469,80,"Kelly Horne"," 49.87"
"81",14927,3260,81,"Cheyenne Cavanaugh"," 49.57"
"82",671,11162,82,"Stormy Kotzelnick"," 49.51"
"83",164,12655,83,"Briana Marcelino"," 49.20"
"84",255,10603,84,"Emma Kauf"," 49.17"
"85",655,12903,85,"Aeriyl Mass"," 48.92"
"86",782,12287,86,"Lauren Lucas"," 48.69"
"87",110,2087,87,"Maya Brady"," 48.68"
"88",28,20343,88,"Alynah Torres"," 48.67"
"89",731,15203,89,"Lexi Orozco"," 48.57"
"90",504,5245,90,"Mya Dodge"," 48.41"
"91",625,19968,91,"Mk Tedder"," 48.35"
"92",692,2466,92,"Haeli Bryson"," 48.26"
"93",355,9608,93,"Caroline Hudson"," 48.14"
"94",742,17035,94,"Emma Ritter"," 48.04"
"95",402,16203,95,"Jil Poullard"," 48.00"
"96",235,6137,96,"Kendra Falby"," 47.66"
"97",29,15347,97,"Izzy Pacho"," 47.19"
"98",703,18247,98,"Mia Scott"," 47.00"
"99",463,22375,99,"Camryn Ybarra"," 46.96"
"100",782,9002,100,"Neleigh Herring"," 46.95"
