"","team_id","player_id","rank","player","whip"
"1",120,58304,1,"Amanda Osterhus",0.64
"2",745,36874,2,"Hanna Hull",0.786
"3",75,76059,3,"Brantley Swift",0.837
"4",30094,40930,4,"Jordan Kielson",0.919
"5",28749,7791,5,"Kameron Bowling",0.951
"6",8567,50230,6,"Kamryn Mccool",0.985
"7",15,61284,7,"Ashley Pion",1.014
"8",1196,63690,8,"Paige Rauhut",1.04
"9",542,59260,9,"Taylor Parrish",1.059
"10",8746,46181,10,"Lindsey Longuet",1.063
"11",161,27577,11,"Megan Gavin",1.098
"12",462,52298,12,"Kailey Meyer",1.122
"13",2751,49305,13,"Morgan Masters",1.126
"14",8688,34478,14,"Mandi Hettinger",1.144
"15",938,71136,15,"Riley Shields",1.146
"16",1062,43792,16,"Beatriz Lara",1.148
"17",263,16112,17,"Cheyanne Cox",1.178
"18",1064,69055,18,"Elisabeth Schaffer",1.184
"19",622,70865,19,"Savannah Sheats",1.19
"20",1115,5918,20,"Lily Beurman",1.191
"21",612,13511,21,"Amber Chow",1.223
"22",491,8298,22,"Beth Braswell",1.226
"23",578,39926,23,"Jada Karnes",1.233
"24",2741,11279,24,"Tia Campos",1.25
"25",30197,66671,25,"Bailey Root",1.262
"26",16142,54750,26,"Brooke Moyle",1.278
"27",1332,19835,27,"Allyson Dilday",1.289
"28",1130,37023,28,"Madison Hunt",1.293
"29",225,70086,29,"Lyndsey Sears",1.302
"30",88,74005,30,"Grace Stairiker",1.312
"31",618,66833,31,"Haley Rosenthal",1.32
"32",374,13792,32,"Alex Cisar",1.321
"33",455,21074,33,"Hannah Duff",1.328
"34",567,29149,34,"Madeline Gonzalez",1.345
"35",426,26344,35,"Amber Funderburk",1.363
"36",1203,64004,36,"Kathryn Reed",1.377
"37",21830,47967,37,"Martina Maloch",1.381
"38",297,35901,38,"Sydney Hood",1.386
"39",573,41225,39,"Lauren King",1.389
"40",1179,61564,40,"Maddy Podnar",1.41
"41",573,40354,41,"Madison Keller",1.435
"42",8490,64923,42,"Bailey Richey",1.438
"43",601,78606,43,"Emily Trotman",1.445
"44",217,69030,44,"Madison Schaefer",1.463
"45",1094,17900,45,"Ashley Davis",1.473
"46",548,52694,46,"Caitlyn Miller",1.475
"47",412,39138,47,"Brittany Jones",1.5
"48",341,66437,48,"Jiana Rojo",1.509
"49",467,3774,49,"Taylor Barbour",1.51
"50",28593,55137,50,"Bailey Murphy",1.515
"51",785,51540,51,"Ashley Medina",1.519
"52",1454,69750,52,"Drea Schwaier-wolf",1.525
"53",622,84406,53,"Lindsey Windsor",1.546
"54",53,60815,54,"Maddy Pfortmiller",1.548
"55",548,49992,55,"Sam Mccann",1.556
"56",134,32775,56,"Sarah Hartmann",1.565
"57",30160,46196,57,"Kayla Loomis",1.57
"58",390,79553,58,"Hadlea Valera",1.583
"59",1254,84581,59,"Nicole Wisser",1.609
"60",142,64834,60,"Lauren Richards",1.612
"61",715,35481,61,"Allie Holbrook",1.634
"62",1112,51330,62,"Katie Mcneill",1.636
"63",426,19261,63,"Hannah Derouen",1.654
"64",1044,82114,64,"Maggie Watts",1.675
"65",424,2327,65,"Aly Armstrong",1.68
"66",30042,35080,66,"Kacee Hirst",1.688
"67",8567,52871,67,"Sarah Miller",1.706
"68",1050,6092,68,"Taylor Biggs",1.711
"69",263,71764,69,"Kassie Simmons",1.722
"70",335,59411,70,"Emily Pater",1.753
"71",142,71202,70,"Heather Shipley",1.753
"72",225,43385,72,"Ashton Lambeth",1.787
"73",525,22778,73,"Danielle Erickson",1.794
"74",88,69178,74,"Casey Scheuren",1.808
"75",1297,65719,75,"Kennedy Robillard",1.822
"76",132,54187,76,"Amanda Morgan",1.846
"77",750,66295,77,"Maddie Rog",1.873
"78",390,34538,78,"Megan Hibbs",1.926
"79",30041,3863,79,"Miranda Barker",1.958
"80",30031,42200,80,"Lexi Kopacek",1.968
"81",30038,17026,81,"Kassidy Cunningham",2.045
"82",211,60922,82,"Paige Phillips",2.063
"83",10972,75975,83,"Julie Swedberg",2.08
"84",203,11173,84,"Emily Campbell",2.1
"85",751,42874,85,"Alisha Kulka",2.141
"86",1099,45762,86,"Mara Little",2.145
"87",652,81299,87,"Michaela Walker",2.192
"88",190,14913,88,"Bailey Comeau",2.245
"89",1267,62256,89,"Kayla Preisler",2.563
"90",652,29302,90,"Kendell Goodrum",2.702
"91",324,31703,91,"Bridget Hamel",4.884
