"","team_id","player_id","rank","player","rc"
"1",191,67567,1,"Linda Rush"," 86.15"
"2",317,29427,2,"Kate Gordon"," 83.61"
"3",8,33807,3,"Bailey Hemphill"," 83.04"
"4",654,1749,4,"Rachel Anderson"," 80.50"
"5",334,13277,5,"Abbey Cheek"," 80.14"
"6",796,42239,6,"Kayla Konwent"," 79.67"
"7",257,19656,7,"Alyssa Dicarlo"," 79.29"
"8",739,63802,8,"Paige Rauch"," 77.92"
"9",522,66701,9,"Sydney Romero"," 77.88"
"10",235,46485,10,"Amanda Lorenz"," 75.20"
"11",311,84138,11,"Sami Williams"," 74.81"
"12",29,58959,12,"Alyssa Palomino"," 74.43"
"13",522,14214,13,"Caleigh Clifton"," 73.79"
"14",513,8908,14,"Cait Brooks"," 70.86"
"15",191,19959,15,"Kristi Dimeo"," 70.79"
"16",368,12339,16,"Courtney Cashman"," 70.62"
"17",302,82497,17,"Kayla Wedl"," 70.50"
"18",10411,57503,18,"Alyssa Oakes"," 69.75"
"19",234,71204,19,"Sydney Sherrill"," 68.50"
"20",101,74766,20,"Megan Stevens"," 68.41"
"21",249,15030,21,"Jenna Cone"," 67.69"
"22",430,17866,22,"Mia Davidson"," 66.74"
"23",28,31296,23,"Kindra Hackbarth"," 66.46"
"24",110,56482,24,"Bubba Nickles"," 66.43"
"25",29,32426,25,"Jessie Harper"," 62.94"
"26",302,38117,26,"Skylee James"," 61.28"
"27",522,1273,27,"Jocelyn Alo"," 61.07"
"28",234,32717,28,"Cali Harrod"," 61.03"
"29",28,36463,29,"Morgan Howe"," 61.02"
"30",504,9883,30,"Sammey Bunch"," 60.75"
"31",756,24980,31,"Morganne Flores"," 60.52"
"32",518,61406,32,"Lilli Piper"," 60.23"
"33",519,86104,33,"Katie Yun"," 59.60"
"34",600,56952,34,"Hayley Norton"," 59.35"
"35",746,72829,35,"Lacy Smith"," 59.22"
"36",1395,11447,36,"Georgia Capell"," 58.98"
"37",683,63288,37,"Melissa Rahrich"," 58.78"
"38",317,39614,38,"Sara Jubas"," 58.50"
"39",676,15725,39,"Margarita Corona"," 58.16"
"40",742,75514,40,"Emma Strouth"," 57.98"
"41",519,27792,41,"Morgan Geno"," 57.70"
"42",700,31812,42,"Karli Hamilton"," 57.00"
"43",639,15863,43,"Madysen Cossack"," 56.95"
"44",317,29264,44,"Megan Good"," 56.84"
"45",550,45624,45,"Darian Lindsey"," 56.28"
"46",559,5006,46,"Jenny Behan"," 55.72"
"47",29,54959,47,"Dejah Mulipola"," 55.71"
"48",110,39444,47,"Aaliyah Jordan"," 55.71"
"49",521,71473,49,"Samantha Show"," 55.64"
"50",365,75885,50,"Shelbi Sunseri"," 55.25"
"51",249,45698,51,"Jessica Linquist"," 54.95"
"52",649,34138,52,"Ali Herdliska"," 54.89"
"53",428,8219,53,"Hope Brandner"," 54.87"
"54",371,37752,54,"Allyson Ivey"," 54.58"
"55",428,19114,55,"Natalie Denhartog"," 54.57"
"56",702,81731,56,"Whitney Walton"," 54.53"
"57",620,3940,57,"Elise Barnes"," 54.51"
"58",77,38518,58,"Rylee Jensen"," 54.49"
"59",518,13923,59,"Emily Clark"," 54.41"
"60",430,44829,60,"Ulufa Leilua"," 54.29"
"61",43,45463,61,"Danielle Liermann"," 54.28"
"62",463,22130,62,"Tristen Edwards"," 54.11"
"63",235,45564,63,"Kendyl Lindaman"," 53.83"
"64",156,55970,64,"Amber Nelson"," 53.63"
"65",1092,58550,65,"Autumn Owen"," 53.53"
"66",315,5823,66,"Taylor Beshears"," 53.49"
"67",388,32460,67,"Aly Harrell"," 53.47"
"68",234,29412,68,"Carsyn Gordon"," 53.23"
"69",381,61464,69,"Lauren Pitney"," 52.89"
"70",428,59405,70,"Makenna Partain"," 52.75"
"71",302,82251,71,"Lexi Watts"," 52.69"
"72",418,6510,72,"Lexie Blair"," 52.20"
"73",522,30066,73,"Grace Green"," 51.83"
"74",234,54295,74,"Dani Morgan"," 51.73"
"75",433,4873,75,"Kylan Becker"," 51.52"
"76",249,43719,76,"Sierra Lange"," 51.46"
"77",746,10391,77,"Hayley Busby"," 51.43"
"78",648,38708,78,"Jana Johns"," 51.33"
"79",742,5423,79,"Kelsey Bennett"," 51.27"
"80",439,4043,80,"Lindsey Baron"," 51.22"
"81",107,66755,81,"Lindsay Rood"," 51.01"
"82",711,75016,82,"Nicole Stockinger"," 50.98"
"83",742,78859,83,"Darby Trull"," 50.74"
"84",600,51051,84,"Sierra Mckee"," 50.58"
"85",301,46744,85,"Bella Loya"," 50.46"
"86",609,84696,86,"Sadie Wise"," 50.22"
"87",600,67867,87,"Mekenzie Saban"," 50.13"
"88",8,78386,88,"Kaylee Tow"," 50.06"
"89",603,65575,89,"Marissa Rizzi"," 50.00"
"90",648,13956,90,"Kennedy Clark"," 49.92"
"91",388,74793,91,"Mya Stevenson"," 49.87"
"92",648,6963,92,"Mackenzie Boesel"," 49.64"
"93",418,11349,93,"Faith Canfield"," 49.55"
"94",472,23916,94,"Mya Felder"," 49.53"
"95",355,6292,95,"Amber Bishop"," 49.33"
"96",110,60284,96,"Briana Perez"," 49.08"
"97",782,60467,97,"Madison Perrigan"," 48.83"
"98",301,77281,98,"Carly Thomas"," 48.78"
"99",30095,29172,99,"Jessica Gonzalez"," 48.77"
"100",365,68308,100,"Amanda Sanchez"," 48.76"
